"snrdB","cl","pr"
"33936",-12,"1","1"
"33937",-12,"1","1"
"33938",-12,"1","1"
"33939",-12,"1","1"
"33940",-12,"1","1"
"33941",-12,"1","1"
"33942",-12,"1","1"
"33943",-12,"1","1"
"33944",-12,"1","1"
"33945",-12,"1","5"
"33946",-12,"1","1"
"33947",-12,"1","1"
"33948",-12,"1","1"
"33949",-12,"1","2"
"33950",-12,"1","1"
"33951",-12,"1","4"
"33952",-12,"1","1"
"33953",-12,"1","1"
"33954",-12,"1","1"
"33955",-12,"1","1"
"33956",-12,"1","2"
"33957",-12,"1","3"
"33958",-12,"1","1"
"33959",-12,"1","1"
"33960",-12,"1","1"
"33961",-12,"1","1"
"33962",-12,"1","3"
"33963",-12,"1","6"
"33964",-12,"1","1"
"33965",-12,"1","1"
"33966",-12,"1","1"
"33967",-12,"1","1"
"33968",-12,"1","1"
"33969",-12,"1","1"
"33970",-12,"1","1"
"33971",-12,"1","1"
"33972",-12,"1","4"
"33973",-12,"1","6"
"33974",-12,"1","1"
"33975",-12,"1","1"
"33976",-12,"1","6"
"33977",-12,"1","1"
"33978",-12,"1","1"
"33979",-12,"1","1"
"33980",-12,"1","3"
"33981",-12,"1","4"
"33982",-12,"1","1"
"33983",-12,"1","1"
"33984",-12,"1","1"
"33985",-12,"1","1"
"33986",-12,"1","1"
"33987",-12,"1","4"
"33988",-12,"1","1"
"33989",-12,"1","1"
"33990",-12,"1","1"
"33991",-12,"1","1"
"33992",-12,"1","4"
"33993",-12,"1","1"
"33994",-12,"1","1"
"33995",-12,"1","1"
"33996",-12,"1","3"
"33997",-12,"1","1"
"33998",-12,"1","1"
"33999",-12,"1","1"
"34000",-12,"1","1"
"34001",-11,"1","1"
"34002",-11,"1","1"
"34003",-11,"1","1"
"34004",-11,"1","6"
"34005",-11,"1","1"
"34006",-11,"1","1"
"34007",-11,"1","1"
"34008",-11,"1","1"
"34009",-11,"1","1"
"34010",-11,"1","1"
"34011",-11,"1","1"
"34012",-11,"1","6"
"34013",-11,"1","1"
"34014",-11,"1","1"
"34015",-11,"1","1"
"34016",-11,"1","1"
"34017",-11,"1","1"
"34018",-11,"1","1"
"34019",-11,"1","4"
"34020",-11,"1","1"
"34021",-11,"1","1"
"34022",-11,"1","1"
"34023",-11,"1","1"
"34024",-11,"1","4"
"34025",-11,"1","1"
"34026",-11,"1","3"
"34027",-11,"1","1"
"34028",-11,"1","1"
"34029",-11,"1","1"
"34030",-11,"1","1"
"34031",-11,"1","1"
"34032",-11,"1","1"
"34033",-11,"1","1"
"34034",-11,"1","1"
"34035",-11,"1","1"
"34036",-11,"1","1"
"34037",-11,"1","1"
"34038",-11,"1","1"
"34039",-11,"1","1"
"34040",-11,"1","1"
"34041",-11,"1","1"
"34042",-11,"1","1"
"34043",-11,"1","4"
"34044",-11,"1","1"
"34045",-11,"1","1"
"34046",-11,"1","1"
"34047",-11,"1","1"
"34048",-11,"1","1"
"34049",-11,"1","1"
"34050",-11,"1","1"
"34051",-11,"1","1"
"34052",-11,"1","1"
"34053",-11,"1","1"
"34054",-11,"1","1"
"34055",-11,"1","1"
"34056",-11,"1","1"
"34057",-11,"1","3"
"34058",-11,"1","1"
"34059",-11,"1","1"
"34060",-11,"1","1"
"34061",-11,"1","1"
"34062",-11,"1","1"
"34063",-11,"1","1"
"34064",-11,"1","1"
"34065",-11,"1","1"
"34066",-11,"1","1"
"34067",-11,"1","2"
"34068",-11,"1","1"
"34069",-11,"1","1"
"34070",-11,"1","4"
"34071",-11,"1","1"
"34072",-11,"1","1"
"34073",-11,"1","4"
"34074",-11,"1","1"
"34075",-11,"1","1"
"34076",-11,"1","1"
"34077",-11,"1","1"
"34078",-11,"1","1"
"34079",-11,"1","1"
"34080",-11,"1","1"
"34081",-11,"1","1"
"34082",-11,"1","1"
"34083",-11,"1","1"
"34084",-11,"1","4"
"34085",-11,"1","1"
"34086",-11,"1","1"
"34087",-11,"1","1"
"34088",-11,"1","1"
"34089",-11,"1","1"
"34090",-11,"1","3"
"34091",-11,"1","4"
"34092",-11,"1","1"
"34093",-11,"1","1"
"34094",-11,"1","1"
"34095",-11,"1","1"
"34096",-11,"1","3"
"34097",-11,"1","1"
"34098",-11,"1","1"
"34099",-11,"1","3"
"34100",-11,"1","1"
"34101",-11,"1","4"
"34102",-11,"1","1"
"34103",-11,"1","1"
"34104",-11,"1","1"
"34105",-11,"1","1"
"34106",-11,"1","1"
"34107",-11,"1","1"
"34108",-11,"1","1"
"34109",-11,"1","1"
"34110",-11,"1","1"
"34111",-11,"1","1"
"34112",-11,"1","1"
"34113",-11,"1","1"
"34114",-11,"1","1"
"34115",-11,"1","1"
"34116",-11,"1","2"
"34117",-11,"1","1"
"34118",-11,"1","3"
"34119",-11,"1","1"
"34120",-11,"1","1"
"34121",-11,"1","1"
"34122",-11,"1","1"
"34123",-11,"1","3"
"34124",-11,"1","1"
"34125",-11,"1","1"
"34126",-11,"1","1"
"34127",-11,"1","1"
"34128",-11,"1","1"
"34129",-11,"1","1"
"34130",-11,"1","4"
"34131",-11,"1","1"
"34132",-11,"1","1"
"34133",-11,"1","2"
"34134",-11,"1","1"
"34135",-11,"1","4"
"34136",-11,"1","2"
"34137",-11,"1","1"
"34138",-11,"1","1"
"34139",-11,"1","1"
"34140",-11,"1","1"
"34141",-11,"1","5"
"34142",-11,"1","1"
"34143",-11,"1","1"
"34144",-11,"1","6"
"34145",-11,"1","1"
"34146",-11,"1","3"
"34147",-11,"1","1"
"34148",-11,"1","3"
"34149",-11,"1","1"
"34150",-11,"1","3"
"34151",-11,"1","1"
"34152",-11,"1","1"
"34153",-11,"1","1"
"34154",-11,"1","1"
"34155",-11,"1","1"
"34156",-11,"1","1"
"34157",-11,"1","1"
"34158",-11,"1","1"
"34159",-11,"1","1"
"34160",-11,"1","2"
"34161",-11,"1","1"
"34162",-11,"1","1"
"34163",-11,"1","1"
"34164",-11,"1","1"
"34165",-11,"1","1"
"34166",-11,"1","3"
"34167",-11,"1","1"
"34168",-11,"1","1"
"34169",-11,"1","1"
"34170",-11,"1","3"
"34171",-11,"1","4"
"34172",-11,"1","1"
"34173",-11,"1","1"
"34174",-11,"1","1"
"34175",-11,"1","1"
"34176",-11,"1","1"
"34177",-11,"1","1"
"34178",-11,"1","1"
"34179",-11,"1","1"
"34180",-11,"1","1"
"34181",-11,"1","1"
"34182",-11,"1","1"
"34183",-11,"1","1"
"34184",-11,"1","3"
"34185",-11,"1","1"
"34186",-11,"1","1"
"34187",-11,"1","1"
"34188",-11,"1","1"
"34189",-11,"1","1"
"34190",-11,"1","1"
"34191",-11,"1","6"
"34192",-11,"1","1"
"34193",-11,"1","1"
"34194",-11,"1","1"
"34195",-11,"1","1"
"34196",-11,"1","4"
"34197",-11,"1","1"
"34198",-11,"1","1"
"34199",-11,"1","4"
"34200",-11,"1","2"
"34201",-10,"1","1"
"34202",-10,"1","1"
"34203",-10,"1","1"
"34204",-10,"1","1"
"34205",-10,"1","1"
"34206",-10,"1","1"
"34207",-10,"1","1"
"34208",-10,"1","1"
"34209",-10,"1","1"
"34210",-10,"1","1"
"34211",-10,"1","1"
"34212",-10,"1","1"
"34213",-10,"1","1"
"34214",-10,"1","3"
"34215",-10,"1","1"
"34216",-10,"1","1"
"34217",-10,"1","1"
"34218",-10,"1","1"
"34219",-10,"1","4"
"34220",-10,"1","1"
"34221",-10,"1","1"
"34222",-10,"1","1"
"34223",-10,"1","3"
"34224",-10,"1","1"
"34225",-10,"1","1"
"34226",-10,"1","1"
"34227",-10,"1","1"
"34228",-10,"1","1"
"34229",-10,"1","1"
"34230",-10,"1","1"
"34231",-10,"1","1"
"34232",-10,"1","1"
"34233",-10,"1","1"
"34234",-10,"1","1"
"34235",-10,"1","1"
"34236",-10,"1","1"
"34237",-10,"1","1"
"34238",-10,"1","1"
"34239",-10,"1","1"
"34240",-10,"1","1"
"34241",-10,"1","1"
"34242",-10,"1","1"
"34243",-10,"1","1"
"34244",-10,"1","1"
"34245",-10,"1","1"
"34246",-10,"1","1"
"34247",-10,"1","1"
"34248",-10,"1","2"
"34249",-10,"1","1"
"34250",-10,"1","1"
"34251",-10,"1","1"
"34252",-10,"1","1"
"34253",-10,"1","1"
"34254",-10,"1","1"
"34255",-10,"1","1"
"34256",-10,"1","1"
"34257",-10,"1","1"
"34258",-10,"1","1"
"34259",-10,"1","3"
"34260",-10,"1","1"
"34261",-10,"1","1"
"34262",-10,"1","1"
"34263",-10,"1","1"
"34264",-10,"1","1"
"34265",-10,"1","1"
"34266",-10,"1","1"
"34267",-10,"1","1"
"34268",-10,"1","1"
"34269",-10,"1","1"
"34270",-10,"1","6"
"34271",-10,"1","1"
"34272",-10,"1","1"
"34273",-10,"1","1"
"34274",-10,"1","1"
"34275",-10,"1","1"
"34276",-10,"1","1"
"34277",-10,"1","1"
"34278",-10,"1","3"
"34279",-10,"1","1"
"34280",-10,"1","1"
"34281",-10,"1","2"
"34282",-10,"1","1"
"34283",-10,"1","4"
"34284",-10,"1","3"
"34285",-10,"1","1"
"34286",-10,"1","3"
"34287",-10,"1","3"
"34288",-10,"1","1"
"34289",-10,"1","3"
"34290",-10,"1","1"
"34291",-10,"1","1"
"34292",-10,"1","1"
"34293",-10,"1","1"
"34294",-10,"1","1"
"34295",-10,"1","1"
"34296",-10,"1","1"
"34297",-10,"1","1"
"34298",-10,"1","1"
"34299",-10,"1","1"
"34300",-10,"1","5"
"34301",-10,"1","1"
"34302",-10,"1","1"
"34303",-10,"1","1"
"34304",-10,"1","1"
"34305",-10,"1","1"
"34306",-10,"1","1"
"34307",-10,"1","1"
"34308",-10,"1","1"
"34309",-10,"1","1"
"34310",-10,"1","1"
"34311",-10,"1","1"
"34312",-10,"1","1"
"34313",-10,"1","1"
"34314",-10,"1","1"
"34315",-10,"1","1"
"34316",-10,"1","1"
"34317",-10,"1","1"
"34318",-10,"1","3"
"34319",-10,"1","1"
"34320",-10,"1","3"
"34321",-10,"1","1"
"34322",-10,"1","1"
"34323",-10,"1","4"
"34324",-10,"1","4"
"34325",-10,"1","1"
"34326",-10,"1","1"
"34327",-10,"1","1"
"34328",-10,"1","4"
"34329",-10,"1","1"
"34330",-10,"1","1"
"34331",-10,"1","1"
"34332",-10,"1","1"
"34333",-10,"1","1"
"34334",-10,"1","1"
"34335",-10,"1","1"
"34336",-10,"1","3"
"34337",-10,"1","1"
"34338",-10,"1","1"
"34339",-10,"1","6"
"34340",-10,"1","1"
"34341",-10,"1","1"
"34342",-10,"1","1"
"34343",-10,"1","1"
"34344",-10,"1","1"
"34345",-10,"1","1"
"34346",-10,"1","3"
"34347",-10,"1","1"
"34348",-10,"1","1"
"34349",-10,"1","1"
"34350",-10,"1","1"
"34351",-10,"1","1"
"34352",-10,"1","3"
"34353",-10,"1","1"
"34354",-10,"1","1"
"34355",-10,"1","1"
"34356",-10,"1","1"
"34357",-10,"1","1"
"34358",-10,"1","1"
"34359",-10,"1","1"
"34360",-10,"1","1"
"34361",-10,"1","1"
"34362",-10,"1","1"
"34363",-10,"1","1"
"34364",-10,"1","1"
"34365",-10,"1","1"
"34366",-10,"1","1"
"34367",-10,"1","1"
"34368",-10,"1","1"
"34369",-10,"1","3"
"34370",-10,"1","1"
"34371",-10,"1","1"
"34372",-10,"1","1"
"34373",-10,"1","1"
"34374",-10,"1","1"
"34375",-10,"1","1"
"34376",-10,"1","4"
"34377",-10,"1","1"
"34378",-10,"1","1"
"34379",-10,"1","1"
"34380",-10,"1","1"
"34381",-10,"1","1"
"34382",-10,"1","2"
"34383",-10,"1","1"
"34384",-10,"1","1"
"34385",-10,"1","1"
"34386",-10,"1","1"
"34387",-10,"1","1"
"34388",-10,"1","1"
"34389",-10,"1","1"
"34390",-10,"1","1"
"34391",-10,"1","1"
"34392",-10,"1","1"
"34393",-10,"1","4"
"34394",-10,"1","3"
"34395",-10,"1","1"
"34396",-10,"1","1"
"34397",-10,"1","1"
"34398",-10,"1","1"
"34399",-10,"1","1"
"34400",-10,"1","1"
"34401",-9,"1","1"
"34402",-9,"1","1"
"34403",-9,"1","1"
"34404",-9,"1","1"
"34405",-9,"1","1"
"34406",-9,"1","1"
"34407",-9,"1","1"
"34408",-9,"1","1"
"34409",-9,"1","1"
"34410",-9,"1","1"
"34411",-9,"1","1"
"34412",-9,"1","4"
"34413",-9,"1","1"
"34414",-9,"1","1"
"34415",-9,"1","1"
"34416",-9,"1","2"
"34417",-9,"1","1"
"34418",-9,"1","1"
"34419",-9,"1","1"
"34420",-9,"1","1"
"34421",-9,"1","1"
"34422",-9,"1","1"
"34423",-9,"1","1"
"34424",-9,"1","1"
"34425",-9,"1","1"
"34426",-9,"1","1"
"34427",-9,"1","1"
"34428",-9,"1","1"
"34429",-9,"1","1"
"34430",-9,"1","1"
"34431",-9,"1","1"
"34432",-9,"1","1"
"34433",-9,"1","1"
"34434",-9,"1","1"
"34435",-9,"1","1"
"34436",-9,"1","1"
"34437",-9,"1","1"
"34438",-9,"1","1"
"34439",-9,"1","1"
"34440",-9,"1","1"
"34441",-9,"1","1"
"34442",-9,"1","1"
"34443",-9,"1","1"
"34444",-9,"1","1"
"34445",-9,"1","1"
"34446",-9,"1","1"
"34447",-9,"1","1"
"34448",-9,"1","1"
"34449",-9,"1","1"
"34450",-9,"1","1"
"34451",-9,"1","1"
"34452",-9,"1","1"
"34453",-9,"1","1"
"34454",-9,"1","1"
"34455",-9,"1","1"
"34456",-9,"1","1"
"34457",-9,"1","1"
"34458",-9,"1","1"
"34459",-9,"1","1"
"34460",-9,"1","1"
"34461",-9,"1","1"
"34462",-9,"1","1"
"34463",-9,"1","4"
"34464",-9,"1","1"
"34465",-9,"1","1"
"34466",-9,"1","1"
"34467",-9,"1","3"
"34468",-9,"1","1"
"34469",-9,"1","1"
"34470",-9,"1","3"
"34471",-9,"1","1"
"34472",-9,"1","1"
"34473",-9,"1","1"
"34474",-9,"1","4"
"34475",-9,"1","1"
"34476",-9,"1","1"
"34477",-9,"1","3"
"34478",-9,"1","1"
"34479",-9,"1","1"
"34480",-9,"1","1"
"34481",-9,"1","1"
"34482",-9,"1","1"
"34483",-9,"1","1"
"34484",-9,"1","1"
"34485",-9,"1","1"
"34486",-9,"1","1"
"34487",-9,"1","1"
"34488",-9,"1","1"
"34489",-9,"1","1"
"34490",-9,"1","1"
"34491",-9,"1","1"
"34492",-9,"1","1"
"34493",-9,"1","1"
"34494",-9,"1","1"
"34495",-9,"1","1"
"34496",-9,"1","1"
"34497",-9,"1","1"
"34498",-9,"1","1"
"34499",-9,"1","1"
"34500",-9,"1","1"
"34501",-9,"1","1"
"34502",-9,"1","1"
"34503",-9,"1","1"
"34504",-9,"1","1"
"34505",-9,"1","1"
"34506",-9,"1","1"
"34507",-9,"1","1"
"34508",-9,"1","1"
"34509",-9,"1","1"
"34510",-9,"1","1"
"34511",-9,"1","1"
"34512",-9,"1","1"
"34513",-9,"1","1"
"34514",-9,"1","1"
"34515",-9,"1","1"
"34516",-9,"1","3"
"34517",-9,"1","1"
"34518",-9,"1","2"
"34519",-9,"1","1"
"34520",-9,"1","4"
"34521",-9,"1","1"
"34522",-9,"1","1"
"34523",-9,"1","1"
"34524",-9,"1","1"
"34525",-9,"1","1"
"34526",-9,"1","1"
"34527",-9,"1","1"
"34528",-9,"1","1"
"34529",-9,"1","1"
"34530",-9,"1","1"
"34531",-9,"1","1"
"34532",-9,"1","1"
"34533",-9,"1","1"
"34534",-9,"1","1"
"34535",-9,"1","1"
"34536",-9,"1","1"
"34537",-9,"1","1"
"34538",-9,"1","1"
"34539",-9,"1","1"
"34540",-9,"1","2"
"34541",-9,"1","1"
"34542",-9,"1","1"
"34543",-9,"1","1"
"34544",-9,"1","1"
"34545",-9,"1","1"
"34546",-9,"1","1"
"34547",-9,"1","1"
"34548",-9,"1","1"
"34549",-9,"1","1"
"34550",-9,"1","1"
"34551",-9,"1","1"
"34552",-9,"1","1"
"34553",-9,"1","1"
"34554",-9,"1","3"
"34555",-9,"1","1"
"34556",-9,"1","1"
"34557",-9,"1","1"
"34558",-9,"1","3"
"34559",-9,"1","3"
"34560",-9,"1","1"
"34561",-9,"1","1"
"34562",-9,"1","1"
"34563",-9,"1","1"
"34564",-9,"1","1"
"34565",-9,"1","1"
"34566",-9,"1","1"
"34567",-9,"1","1"
"34568",-9,"1","1"
"34569",-9,"1","1"
"34570",-9,"1","1"
"34571",-9,"1","1"
"34572",-9,"1","1"
"34573",-9,"1","1"
"34574",-9,"1","1"
"34575",-9,"1","1"
"34576",-9,"1","1"
"34577",-9,"1","1"
"34578",-9,"1","1"
"34579",-9,"1","1"
"34580",-9,"1","1"
"34581",-9,"1","3"
"34582",-9,"1","1"
"34583",-9,"1","1"
"34584",-9,"1","1"
"34585",-9,"1","4"
"34586",-9,"1","1"
"34587",-9,"1","1"
"34588",-9,"1","1"
"34589",-9,"1","2"
"34590",-9,"1","1"
"34591",-9,"1","1"
"34592",-9,"1","2"
"34593",-9,"1","1"
"34594",-9,"1","1"
"34595",-9,"1","1"
"34596",-9,"1","1"
"34597",-9,"1","1"
"34598",-9,"1","1"
"34599",-9,"1","1"
"34600",-9,"1","1"
"34601",-8,"1","1"
"34602",-8,"1","1"
"34603",-8,"1","1"
"34604",-8,"1","1"
"34605",-8,"1","1"
"34606",-8,"1","1"
"34607",-8,"1","1"
"34608",-8,"1","1"
"34609",-8,"1","1"
"34610",-8,"1","1"
"34611",-8,"1","2"
"34612",-8,"1","3"
"34613",-8,"1","1"
"34614",-8,"1","1"
"34615",-8,"1","1"
"34616",-8,"1","1"
"34617",-8,"1","1"
"34618",-8,"1","1"
"34619",-8,"1","1"
"34620",-8,"1","1"
"34621",-8,"1","1"
"34622",-8,"1","3"
"34623",-8,"1","1"
"34624",-8,"1","1"
"34625",-8,"1","1"
"34626",-8,"1","1"
"34627",-8,"1","4"
"34628",-8,"1","3"
"34629",-8,"1","1"
"34630",-8,"1","1"
"34631",-8,"1","1"
"34632",-8,"1","1"
"34633",-8,"1","1"
"34634",-8,"1","1"
"34635",-8,"1","3"
"34636",-8,"1","1"
"34637",-8,"1","1"
"34638",-8,"1","1"
"34639",-8,"1","1"
"34640",-8,"1","4"
"34641",-8,"1","1"
"34642",-8,"1","1"
"34643",-8,"1","1"
"34644",-8,"1","3"
"34645",-8,"1","1"
"34646",-8,"1","1"
"34647",-8,"1","1"
"34648",-8,"1","1"
"34649",-8,"1","1"
"34650",-8,"1","1"
"34651",-8,"1","1"
"34652",-8,"1","1"
"34653",-8,"1","1"
"34654",-8,"1","1"
"34655",-8,"1","1"
"34656",-8,"1","1"
"34657",-8,"1","1"
"34658",-8,"1","1"
"34659",-8,"1","1"
"34660",-8,"1","3"
"34661",-8,"1","1"
"34662",-8,"1","1"
"34663",-8,"1","1"
"34664",-8,"1","1"
"34665",-8,"1","1"
"34666",-8,"1","1"
"34667",-8,"1","1"
"34668",-8,"1","1"
"34669",-8,"1","1"
"34670",-8,"1","1"
"34671",-8,"1","3"
"34672",-8,"1","1"
"34673",-8,"1","1"
"34674",-8,"1","1"
"34675",-8,"1","1"
"34676",-8,"1","1"
"34677",-8,"1","1"
"34678",-8,"1","1"
"34679",-8,"1","1"
"34680",-8,"1","1"
"34681",-8,"1","1"
"34682",-8,"1","1"
"34683",-8,"1","1"
"34684",-8,"1","1"
"34685",-8,"1","1"
"34686",-8,"1","1"
"34687",-8,"1","1"
"34688",-8,"1","1"
"34689",-8,"1","1"
"34690",-8,"1","1"
"34691",-8,"1","1"
"34692",-8,"1","4"
"34693",-8,"1","1"
"34694",-8,"1","1"
"34695",-8,"1","1"
"34696",-8,"1","1"
"34697",-8,"1","1"
"34698",-8,"1","1"
"34699",-8,"1","3"
"34700",-8,"1","1"
"34701",-8,"1","1"
"34702",-8,"1","1"
"34703",-8,"1","1"
"34704",-8,"1","1"
"34705",-8,"1","1"
"34706",-8,"1","1"
"34707",-8,"1","1"
"34708",-8,"1","2"
"34709",-8,"1","1"
"34710",-8,"1","1"
"34711",-8,"1","1"
"34712",-8,"1","4"
"34713",-8,"1","1"
"34714",-8,"1","1"
"34715",-8,"1","1"
"34716",-8,"1","1"
"34717",-8,"1","1"
"34718",-8,"1","1"
"34719",-8,"1","1"
"34720",-8,"1","1"
"34721",-8,"1","1"
"34722",-8,"1","1"
"34723",-8,"1","1"
"34724",-8,"1","1"
"34725",-8,"1","1"
"34726",-8,"1","1"
"34727",-8,"1","1"
"34728",-8,"1","4"
"34729",-8,"1","3"
"34730",-8,"1","2"
"34731",-8,"1","1"
"34732",-8,"1","1"
"34733",-8,"1","1"
"34734",-8,"1","1"
"34735",-8,"1","1"
"34736",-8,"1","1"
"34737",-8,"1","1"
"34738",-8,"1","1"
"34739",-8,"1","1"
"34740",-8,"1","1"
"34741",-8,"1","1"
"34742",-8,"1","1"
"34743",-8,"1","1"
"34744",-8,"1","1"
"34745",-8,"1","1"
"34746",-8,"1","1"
"34747",-8,"1","3"
"34748",-8,"1","1"
"34749",-8,"1","1"
"34750",-8,"1","1"
"34751",-8,"1","1"
"34752",-8,"1","1"
"34753",-8,"1","1"
"34754",-8,"1","1"
"34755",-8,"1","3"
"34756",-8,"1","1"
"34757",-8,"1","1"
"34758",-8,"1","1"
"34759",-8,"1","1"
"34760",-8,"1","1"
"34761",-8,"1","1"
"34762",-8,"1","1"
"34763",-8,"1","1"
"34764",-8,"1","1"
"34765",-8,"1","1"
"34766",-8,"1","1"
"34767",-8,"1","1"
"34768",-8,"1","1"
"34769",-8,"1","1"
"34770",-8,"1","1"
"34771",-8,"1","1"
"34772",-8,"1","6"
"34773",-8,"1","1"
"34774",-8,"1","2"
"34775",-8,"1","1"
"34776",-8,"1","4"
"34777",-8,"1","1"
"34778",-8,"1","1"
"34779",-8,"1","1"
"34780",-8,"1","1"
"34781",-8,"1","1"
"34782",-8,"1","1"
"34783",-8,"1","1"
"34784",-8,"1","1"
"34785",-8,"1","1"
"34786",-8,"1","1"
"34787",-8,"1","1"
"34788",-8,"1","1"
"34789",-8,"1","3"
"34790",-8,"1","1"
"34791",-8,"1","1"
"34792",-8,"1","1"
"34793",-8,"1","1"
"34794",-8,"1","1"
"34795",-8,"1","1"
"34796",-8,"1","1"
"34797",-8,"1","1"
"34798",-8,"1","3"
"34799",-8,"1","1"
"34800",-8,"1","1"
"34801",-7,"1","1"
"34802",-7,"1","1"
"34803",-7,"1","1"
"34804",-7,"1","1"
"34805",-7,"1","1"
"34806",-7,"1","1"
"34807",-7,"1","1"
"34808",-7,"1","1"
"34809",-7,"1","1"
"34810",-7,"1","1"
"34811",-7,"1","1"
"34812",-7,"1","4"
"34813",-7,"1","1"
"34814",-7,"1","1"
"34815",-7,"1","3"
"34816",-7,"1","1"
"34817",-7,"1","1"
"34818",-7,"1","1"
"34819",-7,"1","1"
"34820",-7,"1","1"
"34821",-7,"1","1"
"34822",-7,"1","1"
"34823",-7,"1","1"
"34824",-7,"1","1"
"34825",-7,"1","1"
"34826",-7,"1","1"
"34827",-7,"1","1"
"34828",-7,"1","1"
"34829",-7,"1","5"
"34830",-7,"1","1"
"34831",-7,"1","1"
"34832",-7,"1","1"
"34833",-7,"1","1"
"34834",-7,"1","1"
"34835",-7,"1","1"
"34836",-7,"1","1"
"34837",-7,"1","1"
"34838",-7,"1","1"
"34839",-7,"1","1"
"34840",-7,"1","1"
"34841",-7,"1","1"
"34842",-7,"1","1"
"34843",-7,"1","1"
"34844",-7,"1","1"
"34845",-7,"1","1"
"34846",-7,"1","1"
"34847",-7,"1","1"
"34848",-7,"1","1"
"34849",-7,"1","1"
"34850",-7,"1","1"
"34851",-7,"1","1"
"34852",-7,"1","3"
"34853",-7,"1","4"
"34854",-7,"1","1"
"34855",-7,"1","1"
"34856",-7,"1","1"
"34857",-7,"1","1"
"34858",-7,"1","1"
"34859",-7,"1","1"
"34860",-7,"1","1"
"34861",-7,"1","3"
"34862",-7,"1","1"
"34863",-7,"1","1"
"34864",-7,"1","1"
"34865",-7,"1","1"
"34866",-7,"1","1"
"34867",-7,"1","1"
"34868",-7,"1","1"
"34869",-7,"1","3"
"34870",-7,"1","1"
"34871",-7,"1","1"
"34872",-7,"1","1"
"34873",-7,"1","1"
"34874",-7,"1","1"
"34875",-7,"1","1"
"34876",-7,"1","1"
"34877",-7,"1","1"
"34878",-7,"1","1"
"34879",-7,"1","1"
"34880",-7,"1","1"
"34881",-7,"1","1"
"34882",-7,"1","1"
"34883",-7,"1","1"
"34884",-7,"1","4"
"34885",-7,"1","1"
"34886",-7,"1","1"
"34887",-7,"1","1"
"34888",-7,"1","1"
"34889",-7,"1","1"
"34890",-7,"1","1"
"34891",-7,"1","3"
"34892",-7,"1","1"
"34893",-7,"1","1"
"34894",-7,"1","1"
"34895",-7,"1","1"
"34896",-7,"1","1"
"34897",-7,"1","1"
"34898",-7,"1","1"
"34899",-7,"1","1"
"34900",-7,"1","1"
"34901",-7,"1","1"
"34902",-7,"1","1"
"34903",-7,"1","2"
"34904",-7,"1","1"
"34905",-7,"1","1"
"34906",-7,"1","1"
"34907",-7,"1","1"
"34908",-7,"1","1"
"34909",-7,"1","1"
"34910",-7,"1","1"
"34911",-7,"1","1"
"34912",-7,"1","1"
"34913",-7,"1","1"
"34914",-7,"1","1"
"34915",-7,"1","1"
"34916",-7,"1","1"
"34917",-7,"1","4"
"34918",-7,"1","1"
"34919",-7,"1","1"
"34920",-7,"1","1"
"34921",-7,"1","1"
"34922",-7,"1","1"
"34923",-7,"1","1"
"34924",-7,"1","1"
"34925",-7,"1","1"
"34926",-7,"1","3"
"34927",-7,"1","1"
"34928",-7,"1","1"
"34929",-7,"1","1"
"34930",-7,"1","1"
"34931",-7,"1","4"
"34932",-7,"1","1"
"34933",-7,"1","1"
"34934",-7,"1","1"
"34935",-7,"1","1"
"34936",-7,"1","1"
"34937",-7,"1","1"
"34938",-7,"1","1"
"34939",-7,"1","1"
"34940",-7,"1","1"
"34941",-7,"1","1"
"34942",-7,"1","1"
"34943",-7,"1","1"
"34944",-7,"1","3"
"34945",-7,"1","1"
"34946",-7,"1","1"
"34947",-7,"1","1"
"34948",-7,"1","1"
"34949",-7,"1","1"
"34950",-7,"1","1"
"34951",-7,"1","1"
"34952",-7,"1","1"
"34953",-7,"1","1"
"34954",-7,"1","1"
"34955",-7,"1","1"
"34956",-7,"1","1"
"34957",-7,"1","1"
"34958",-7,"1","1"
"34959",-7,"1","1"
"34960",-7,"1","1"
"34961",-7,"1","1"
"34962",-7,"1","1"
"34963",-7,"1","1"
"34964",-7,"1","1"
"34965",-7,"1","1"
"34966",-7,"1","1"
"34967",-7,"1","1"
"34968",-7,"1","1"
"34969",-7,"1","1"
"34970",-7,"1","1"
"34971",-7,"1","1"
"34972",-7,"1","1"
"34973",-7,"1","1"
"34974",-7,"1","1"
"34975",-7,"1","1"
"34976",-7,"1","1"
"34977",-7,"1","1"
"34978",-7,"1","1"
"34979",-7,"1","1"
"34980",-7,"1","1"
"34981",-7,"1","1"
"34982",-7,"1","6"
"34983",-7,"1","1"
"34984",-7,"1","1"
"34985",-7,"1","1"
"34986",-7,"1","1"
"34987",-7,"1","1"
"34988",-7,"1","1"
"34989",-7,"1","1"
"34990",-7,"1","1"
"34991",-7,"1","1"
"34992",-7,"1","1"
"34993",-7,"1","1"
"34994",-7,"1","1"
"34995",-7,"1","1"
"34996",-7,"1","1"
"34997",-7,"1","1"
"34998",-7,"1","1"
"34999",-7,"1","1"
"35000",-7,"1","1"
"35001",-6,"1","1"
"35002",-6,"1","1"
"35003",-6,"1","1"
"35004",-6,"1","1"
"35005",-6,"1","1"
"35006",-6,"1","1"
"35007",-6,"1","1"
"35008",-6,"1","1"
"35009",-6,"1","1"
"35010",-6,"1","1"
